Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
CORE Training and Development Limited,https://www.coretraining.com.co,Small,31193,8
MAJOR PROJECTS FOUNDATION LTD,www.majorprojects.org.au,Small,31204,7
S.A. S.E.S. Volunteers' Association Incorporated,www.sasesva.org.au,Small,31217,28
UnitingSA Housing Ltd,www.unitingsa.com.au,Large,31242,38
St James Anglican Church Of Australia Sanderson,stjamesanglicandarwin.wordpress.com,Small,31275,40
Conquerors Congregation Ministries International Incorporated,https://conquerorscongregation.org,Small,31276,14
Braidwood Regional Arts Group Incorporated,http://www.bragart.com.au,Small,31334,19
Orana Support Service Incorporated,www.oranasupport.com.au,Large,31340,34
One Of A Kind Community Support,www.oneofakind.org.au,Small,31399,50
Fremantle Womens Health Centre Inc,fwhc.org.au,Large,31404,38
Agforce Queensland Farmers Ltd,https://www.agforceqld.org.au//,Large,31452,5
DEFEAT MULTIPLE SYSTEM ATROPHY AUSTRALIA AND NEW ZEALAND LTD,https://www.msadownunder.org.au/,Small,31492,1
Rural Financial Counselling Service NSW - Southern Region Limited,https://www.rfcsnsw.com.au/,Large,31505,16
Australian Humanitarian Fund,www.auhf.org.au,Small,31536,2
San Remo Neighbourhood Centre Incorporated,www.sanremo.org.au,Large,31539,36
Chelsea Community Church of Christ Inc.,http://www.chelseachurchofchrist.org.au,Small,31554,98
Providential Homes South West Sydney Limited,www.providentialhomes.com.au,Medium,31583,5
Southern Cross Wildlife Care,www.southerncrosswildlifecare.org.au,Small,31607,15
J C Olsson Relief Trust Fund,https://portal.clubrunner.ca/10764/,Small,31625,27
St John Baptist Catholic Church - Clifton Hill,https://olsc.org.au,Small,31639,137
Logan East Community Neighbourhood Association Incorporated,www.lecna.org.au,Large,31641,33
Claws n Paws Rescue Group Inc,clawsnpawsrescue.org.au,Medium,31643,3
Food Safety Information Council Limited.,www.foodsafety.asn.au,Small,31707,22
Camperdown And District Community House,www.camperdownch.com.au,Small,31725,34
St Bernard's Parish Belmont,http://www.stbernards.org.au,Small,31733,159
Foodbank Australia Limited,www.foodbank.org.au/,Large,31738,25
Wildlife Rescue Rehabilitation and Education Association Inc,www.wildliferescueeducation.org,Small,31759,11
Youturn Limited,www.youturn.org.au,Large,31770,17
St John's Anglican Church Glebe,https://www.glebechurch.org.au,Medium,31773,166
Birdwood Lutheran Womens Fellowship Sub-Group Entity Of The Holy Cross Lutheran Church Birdwood Inc,http://www.birdwoodlutheranchurch.com.au,Small,31901,113
Barkuma Neighbourhood Centre Inc,www.barkuma.org.au,Medium,31905,37
Mission in Health Care and Development Australian Support Association Incorporated,www.mhcdasa.org.au,Small,31917,8
Australian Fellowship Of Seven Planes,http://www.austsevenplanes.org,Small,31925,16
Pangerang Community House Inc,http://www.pangerang.org.au,Medium,31952,34
Shakti Australia Limited,https://www.shakti.org.au/,Small,32007,6
Todays Woman Inc,https://todayswoman.net.au/,Small,32043,7
Dalby Family Support Association Inc,www.dalbyfamilysupport.org.au,Small,32044,26
Ramoth Gilead,https://www.ancientwells.org.au,Small,32049,24
Presbyterian Church Of Australia In The State Of New South Wales Parish Of Manilla,http://www.manillapresbyterian.org.au,Small,32125,118
Uniforms 4 Kids Limited,http://www.uniforms4kids.com.au,Small,32138,3
Harvey Community Resource Centre Inc,harveycrc.com.au/,Small,32201,20
HAIM FAMILY INC,http://www.facebook.com/haimfamilyinc,Small,32211,9
EPIS Incorporated,www.epis.org.au,Large,32257,29
Birthline Pregnancy Support Incorporated,birthline.org.au,Small,32261,50
Westside Caring Fund Trust,www.westsidechurchofchrist.org.au,Small,32292,15
Bethesda Lutheran Church Beenleigh,www.beenleighlutheran.org.au,Small,32296,32
Safe Waters Community Care Inc,www.safewaterscc.org,Small,32300,2
Little Windmills Inc.,www.littlewindmills.com.au,Small,32309,34
Wallsend Community Pre School,www.wallsendcommunitypreschool.com.au,Medium,32329,44
Miracle Assistance Dogs Inc,www.miracleassistancedogs.org.au,Small,32389,11
Lightpoint Church Inc.,www.lightpointchurch.com,Medium,32395,10
Kuvera Holdings Pty Ltd,www.iskcon.com.au,Medium,32484,12
Belong Blue Mountains Incorporated,http://www.belongbluemountains.org.au,Large,32598,41
Heritage Christian Centre Assembly Of God Bundaberg,https://heritagecc.com.au/,Medium,32620,89
CHURCHILL FELLOWS ASSOCIATION OF WESTERN AUSTRALIA (INC),https://www.churchilltrust.com.au/wa/,Small,32632,32
Rescued With Love Inc.,www.rescuedwithlove.org,Small,32653,16
The Anglican Church Of Australialismore Parish,lismoreanglicans.com,Medium,32685,137
Artists 4 A Cause,www.artists4acause.org,Small,32702,5
Hawkesbury Community Outreach Services Incorporated,www.hcos.org.au,Large,32718,42
Insulin for Life Global Limited,http://www.insulinforlife.org,Small,32763,5
Human Initiative Limited,www.humaninitiative.org.au,Small,32770,5
Motherless Daughters Australia Limited,http://www.motherlessdaughters.com.au,Small,32783,5
CROAKEY HEALTH MEDIA LIMITED,https://croakey.org/,Medium,32792,3
Wise Realities Institute for Healthcare Emerging Technologies Research Limited,https://wiserealities.org.au,Small,32793,3
Sanctuary Aus Limited,http://www.sanctuaryaus.org.au,Small,32794,3
CANBERRA HOSPITAL FOUNDATION LIMITED,www.canberrahospitalfoundation.org.au,Large,32804,2
ALEX MAKES MEALS GROUP LTD.,https://www.alexmakesmeals.com/,Small,32808,1
IMAM HASAN FOUNDATION LTD,www.imamhasanfoundation.org.au,Small,32809,1
LIDS4KIDS AUSTRALIA LTD,http://www.lids4kids.org.au,Small,32814,2
GRACELINE INTERNATIONAL LTD,www.graceline.com.au,Medium,32825,1
THE TRUSTEE FOR BESEN FAMILY FOUNDATION,www.besenfoundation.org.au,Large,32847,18
Eco Barge Clean Seas Inc.,https://ecobargecleanseas.org.au/,Small,32856,11
Heart & Soul Community Group Incorporated,heartandsoulinc.org.au,Medium,32876,7
Northam Church Of Christ Incorporated,www.bridgeley.org.au,Medium,32880,117
The Baptist Union Of Western Australia Incorporated,https://www.baptistwa.asn.au/,Large,32888,125
St Clare's Catholic Church Thomastown West,https://www.stclaresthomastown.org.au,Small,32905,45
The Archbishop Of Sydney's Overseas Relief And Aid Fund,https://anglicanaid.org.au/,Large,32915,40
Catholic Parish Of St.Joseph Orange,www.bathurst.catholic.org.au,Small,32927,158
Granville Community Baptist Church,www.granvillebaptistchurch.com,Small,32947,134
100% Hope Inc,www.100-hope.org,Medium,32953,10
Deception Bay Neighbourhood Centre Incorporated,www.dbnc.org.au,Large,32985,30
ProjectKindness Inc,www.projectkindness.com.au,Small,32999,2
GRACEWORKS AUSTRALIA INCORPORATED,www.graceworks.org.au,Medium,33014,22
Shalom House of Hope - The Saving Place Inc,https://www.NoKidHungryAu.com,Small,33022,9
Churches Of Christ Community Care,https://www.churchesofchrist.org.au/ccvt/governance/governance-documents/available-documents/community-care-constitution,Medium,33043,85
Douglas Shire Community Services Assoc Ltd,www.mossmansupportservices.org.au,Large,33094,33
Australian Islamic College Of Sydney,https://www.aics.nsw.edu.au,Large,33104,26
Reledev Australia Limited,http://www.reledev.org.au,Medium,33126,19
Jobco Employment Services Inc,www.jobco.com.au,Large,33144,27
South Australia Nip-The-Drought Initiative (SA-NDI),http://www.sa-ndi.com.au,Small,33159,14
The Trustee For Beyond Bank Australia Foundation Master Support Fund,www.beyondbank.com.au,Medium,33163,12
Christian Community Church Ltd,ourchurch.org.au,Medium,33172,11
St Patrick's College Shorncliffe Foundation Limited,www.stpatricks.qld.edu.au,Small,33176,10
Australian Relief Organisation Limited,www.aro.org.au,Large,33181,9
St Marks Lutheran Church,www.lca.org.au,Small,33196,73
Australian Professional Firefighters Foundation Incorporated,https://apff.org.au/,Small,33257,23
The Trustee For The Cessnock Community Healthcare Trust,www.communityhealthcare.org.au,Large,33263,18
Catholic Parish Of St Michael Dunedoo & Sacred Heart Coolah,www.bathurst.catholic.org.au,Small,33287,100
Chenrezig Inc,https://www.chenrezig.com.au,Medium,33290,16
ChaplainWatch Inc,www.chaplainwatch.org.au,Large,33298,15
The Gender Centre Inc,www.gendercentre.org.au,Large,33318,33
Queensland Youth And Families Support Services Inc.,http://www.qyfss.org.au,Medium,33341,30
Airborne Research South Australia Ltd,www.airborneresearch.org.au,Medium,33462,7
Humanitarian Assistance For Driving International Action (HADIA) Foundation Limited,https://www.hadiafoundation.org,Small,33468,6
Wycliffe Relief and Development Foundation Ltd,www.wycliffefoundation.org.au,Small,33469,6
In Town Centre Inc,www.intowncentre.com,Small,33492,32
C3 Tuggerah Community Cares Charity LTD,http://www.c3carestuggerah.org.au,Small,33493,3
Southwest Community Trust and Care,www.liverpoolcitychurch.com.au,Small,33508,8
Shine For Kids Limited,www.shineforkids.org.au,Large,33541,31
Gateway International Church Inc,http://www.gatewaychurch.org.au,Medium,33615,22
The Spiers Centre Inc,www.thespierscentre.com.au,Large,33643,40
Canberra Refugee Support Incorporated,https://canberrarefugee.org.au/,Small,33654,21
Tweed Coast Community Baptist Church,www.tweedccc.com.au,Small,33682,26
Obsessive Compulsive & Anxiety Disorders Foundation Vic Inc,www.arcvic.org.au,Medium,33692,30
The Cunningham Dax Collection Trust,www.pending,Small,33723,14
Dongara Community Resource Centre Inc.,http://www.dongaracrc.net/,Medium,33727,20
Greenpeace Australia Pacific Limited,www.greenpeace.org.au,Large,33734,39
The Young Men's Christian Association Of Brisbane,www.ymcabrisbane.org,Large,33765,158
Workers Educational Association - Hunter,http://www.atwea.edu.au,Large,33786,108
Westside Community Services Limited,www.westside.org.au,Small,33800,25
CFC ANCOP Australia Ltd,www.cfcancop.org.au,Medium,33814,20
Turning Point Camden Incorporated,www.turningpointcamden.org.au,Small,33844,5
Rapid Relief Team (RRT) Ltd,http://www.rapidreliefteam.org,Large,33872,8
Catholic Church Sunbury,https://olmcsunbury.com,Medium,33875,111
Volunteer Marine Rescue Raby Bay Inc,http://www.vmrrabybay.org.au,Medium,33880,26
Doncaster Community Care & Counselling Centre,www.doncare.org.au,Large,33949,53
The Community Transport Company Limited,www.communitytransport.net.au,Large,33974,32
Our Lady Of The Nativity Catholic Church Essendon West,http://pol.org.au/essendonwest,Small,33991,61
WUNAN FOUNDATION INC.,https://wunan.org.au/,Large,34089,23
WISA Wellbeing in Schools Australasia Pacific Ltd,www.wisawellbeing.com.au,Small,34110,6
Inclusive Health Partnerships Ltd,www.inclusivehealth.org.au,Medium,34113,6
UTAS PROPERTIES PTY LTD,www.utas.edu.au,Small,34153,2
Northside Connect Inc.,https://northsideconnect.org.au/support/,Medium,34195,31
Ringwood Mens Shed,www.ringwoodmensshed.org.au,Small,34233,8
Tenterfield Community Church,www.tenterfieldcommunitychurch.com,Small,34258,38
Subiaco Leederville Housing Collective Incorporated,http://co-operationhousing.org.au/homes/subi-leederville/,Small,34285,35
Logan Community Church Of The Nazarene Inc,https://logannazarene.com.au/,Small,34354,25
Rekindling The Spirit Limited,www.rekindlingthespirit.org.au,Large,34457,16
Indigenous Consumer Assistance Network Ltd,https://ican.org.au,Large,34462,15
Rockhampton Men's Shed Inc,rockhamptonmensshed.org.au,Small,34474,8
Coast To Country Housing Company Limited,www.c2chousing.org.au,Large,34483,12
Human Appeal Australia Community Care Limited,www.hai.org.au,Medium,34509,8
Jellis Craig Group Foundation Ltd,https://www.jelliscraig.com.au/about-us/foundation,Medium,34513,8
Macquarie Church Of Christ,www.macquariechurchofchrist.org,Small,34525,54
Kuranda Information And Support Centre Association Inc,http://kurandanc.com.au,Medium,34528,30
Rural Business Support Service Incorporated,http://www.ruralbusinesssupport.org.au,Large,34537,16
Somerville Community Services Inc,www.somerville.org.au,Large,34588,15
St Lukes Catholic Church Lalor,https://www.stlukesparishlalor.com,Small,34593,59
LUTHERAN CHURCH OF AUSTRALIA QUEENSLAND DISTRICT,livingfaith.org.au/,Medium,34647,22
St Oliver Plunketts Catholic Church,https://stolivers.org.au/,Small,34663,74
Granite Belt Community Assist Group Inc,http://www.gbdagroup.org.au,Small,34686,3
Woodside Uniting Church In Australia,woodside.ucasa.org.au,Small,34759,45
The Confident Girls Foundation Limited,https://www.confidentgirls.com.au,Medium,34771,5
STOP THE TEARS OF POOR PEOPLE LIMITED,sttopp.org.au,Small,34776,9
Derwent Valley Community Radio Inc.,www.tygafm.org.au/,Small,34786,12
MIND MEDICINE AUSTRALIA LIMITED,http://www.mindmedicineaustralia.org,Large,34795,3
YOGAZEIT LTD,www.yogazeit.com.au,Small,34796,3
Dorrigo And Guy Fawkes Agricultural Association Incorporated,dorrigoshow.com,Small,34799,113
AUSTRALIA INDIA HOUSE CHARITABLE FOUNDATION LIMITED,aihcf.org,Small,34804,2
VEDIC TEMPLE AUSTRALIA LTD.,www.vedictempleaustralia.com.au,Small,34805,3
The Trustee For Kyc Trust,www.kyc.org.au,Small,34806,16
Concern Australia Welfare Inc.,www.concernaustralia.org.au,Large,34821,28
St Andrews Presbyterian Church Reservoir,reservoirpc.org.au,Small,34829,104
FIGHT 4 YOUTH,https://www.fight4youth.com.au/,Small,34838,6
Sydney Christian Fellowship Incorporated,http://www.sydneychristianfellowship.org.au,Large,34876,13
CHARLTON NEIGHBOURHOOD HOUSE INC,www.charltonnh.org.au,Small,34886,22
Victoria Park Presbyterian Church Incorporated,https://www.vicparkchurch.com.au/,Small,34915,2
Westside Church Incorporated,www.westsidechurch.com.au,Medium,34992,18
Fairfield Community Resource Centre,www.cfs.asn.au,Large,35023,49
Landcare Australia Limited,landcareaustralia.org.au,Large,35035,33
Windermere Child & Family Services Inc,www.windermere.org.au,Large,35060,50
Christ The King Parish,Cancelled ABN,Small,35063,70
The Trustee For Rsl Foundation,https://rslnational.org/,Small,35121,22
Bread Of Life Christian Church In Sydney (Blccs) Incorporated,http://www.blccsyd.org.au,Medium,35168,22
Open Hands,http.openhands.co,Small,35241,7
St Mary's Catholic Church East St Kilda,https://www.stmaryestk.org,Small,35253,160
EmployCare Inc,www.employcare.com.au,Small,35267,2
The Lord Mayor Distress Relief Fund,http://www.appealswa.org.au,Large,35393,61
Darul Ulum Sydney Incorporated,http://www.darululumsydney.org.au,Medium,35490,9
Church Of The Nazarene,https://www.bconministrycentre.com,Small,35497,60
Planetary Healing Artists Association Of Australia Inc,www.planetaryhealingartists.org,Small,35505,12
Journeys for Climate Justice Inc,http://www.journeysforclimatejustice.org.au,Small,35533,11
St Thomas the Apostle Catholic Parish Clyde North,www.cdsale.org.au,Medium,35553,6
Leigh Presbyterian Charge,https://www.facebook.com/pages/category/Presbyterian-Church/The-Leigh-Presbyterian-Church-532710640492919/,Small,35585,23
Catalyst For Renewal Incorporated,catalystforrenewal.org.au,Small,35614,26
Youth With A Mission Newcastle Incorporated,www.ywamnewcastle.com,Medium,35620,29
Australian Breastfeeding Association,www.breastfeeding.asn.au,Large,35660,49
Murinbata Tribal Development Corporation Limited,http://www.murinbata-tribal-development.net.au/,Large,35676,43
Catholic Archdiocese Of Melbourne,http://www.melbournecatholic.org,Large,35684,117
PANDA - Perinatal Anxiety and Depression Australia Inc,www.panda.org.au,Large,35695,39
Hunter Women's Domestic Violence Court Service,http://www.nwdvcas.org.au,Large,35716,17
Gould Group Limited,www.gould.org.au,Medium,35727,18
Help Orphans Now Limited,www.helporphansnow.org.au,Small,35733,16
International Association For Human Values (Australia) Ltd,www.iahv.org.au,Medium,35742,15
Stella Maris Catholic Church Beaumaris,Bayside Catholic Mission,Small,35778,65
Church Of Christ Asquith,www.asquithchurchofchrist.com,Medium,35790,75
Black Swan Health Limited,www.blackswanhealth.com.au,Large,35799,8
St Mary's Catholic Church Castlemaine,https://stmaryscastlemaine.org.au,Small,35860,168
Migrant Womens Emergency Support Service Inc,www.iwss.org.au,Large,35883,29
Suicide Prevention Australia Limited,www.suicidepreventionaust.org,Large,35947,30
St Marys Jacobite Syrian Orthodox Church,http://stmaryschurchadelaide.org/,Small,35951,13
Bible Believers Tasmania,www.biblebelieverstasmania.org,Small,36001,5
Boroondara Neighbourhood Watch Inc,https://boroondaranhw.wixsite.com/boroondara,Small,36053,36
Kadampa Meditation Centre Brisbane,www.meditateinbrisbane.org,Small,36057,3
Hygge Community Life Limited,https://www.homehub.org.au/,Small,36058,3
ADELAIDE KOALA RESCUE LTD,http://www.akr.org.au,Small,36078,3
FGP Moreton Inc,fgpmoreton.org,Large,36122,7
Turbans 4 Australia,t4a.org.au,Small,36143,8
Palliative Care South East Ltd,www.palliativecaresoutheast.org.au,Large,36156,24
Mount Gravatt Community Centre Inc.,https://www.mgcci.org.au/,Large,36177,32
Penthos Inc,www.penthos.org.au,Small,36198,6
The Freemasons Charity Fund,https://www.freemasonsfoundation.com.au,Small,36216,20
Connected Inc.,www.connectedinc.org.au,Medium,36285,11
St Brigid's Catholic Church North Fitzroy,http://pol.org.au/fitzroynorth,Medium,36290,139
Westir Limited,www.westir.org.au,Medium,36311,33
Habitat For Humanity Australia (Vic) Incorporated,www.habitatvic.org.au,Large,36333,29
Townsville Picnic Bay Surf Lifesaving Club Inc,www.tpbslsc.com.au,Small,36334,36
Kidsxpress,www.kidsxpress.org.au,Large,36395,17
Tots2Teens Albury Wodonga,http://tots2teensaw.com.au,Small,36453,4
St Brendan's Catholic Church - Lakes Entrance,www.cdsale.org.au,Small,36468,62
Elmhurst Bush Nursing Centre Inc,http://ebnc.org.au/,Medium,36472,106
Grapevine Group Association Inc.,www.grapevinegroup.org.au,Small,36510,17
Grace Charity Incorporated,http://gracehandicrafts.org/,Small,36511,3
Search Dogs Sydney Incorporated,www.searchdogssydney.org,Small,36551,6
Sacred Heart Catholic Church Sandringham,https://www.sandringhamcatholic.org.au,Medium,36558,108
Community Activities Lake Macquarie Incorporated,http://www.calm.org.au,Large,36561,35
KELMSCOTT BAPTIST CHURCH INCORPORATED,http://www.kelmscottbaptist.org.au/,Small,36563,42
Uca-St Lukes Mount Waverley,www.stlukes.unitingchurch.org.au,Small,36570,45
Tasmanian Canine Defence League,dhot.com.au,Large,36604,72
Islamic Council Of Queensland Incorporated,https://icq.org.au/,Small,36627,38
South West Refuge Inc,www.swrefuge.com.au,Large,36648,33
Macleay Valley Workplace Learning Centre Incorporated,www.mvwlc.nsw.edu.au,Large,36683,29
Management Committee Coonara Community House Inc,www.coonarahouse.org.au,Large,36689,46
Living Waters Victoria Worship Centre Inc.,www.livingwatersvic.org.au,Small,36758,10
Beacon Fight for Life Ltd,www.beaconfightforlife.org,Small,36774,2
DEMENTIA FIRST LTD,dementiafirst.org.au,Small,36787,1
Our Lady Of Lourdes Catholic Church Armadale,http://pol.org.au/toorak,Small,36823,100
Eastern Shore Church of Christ Non Denominational,www.easternshore.church/,Small,36829,47
Rural Alive & Well Inc.,www.rawtas.com.au,Large,36836,13
St Bernard's Catholic Church East Coburg,http://pol.org.au/coburgeast,Small,36841,69
Australian Missing Persons Register Incorporated,www.australianmissingpersonsregister.com,Small,36855,12
Bundaberg Enterprise Centre Association Inc,http://www.businesshq.org.au,Large,36878,32
Volunteering Central Coast Incorporated,www.volunteeringcentralcoast.org.au,Medium,36906,36
Calvary Chapel Church Secret Harbour,www.ccsh.com.au,Medium,36989,32
Port Stephens Family and Neighbourhood Services Incorporated,www.psfans.org.au,Large,37004,7
Operation Mobilisation Australia Ltd.,www.om.org.au,Large,37035,35
Acc International Missions Ltd,www.accim.org.au,Large,37069,81
Aboriginal Health And Medical Research Council Of New South Wales,https://www.ahmrc.org.au/,Large,37080,23
SecondBite,www.secondbite.org,Large,37112,17
Shalom Worship Centre Ltd,http://www.shalommerrigum.com,Small,37115,16
The Potters House Christian Church Merrylands Incorporated,www.pottershousemerrylands.com.au,Small,37170,15
His Harvest Limited,www.hisharvest.com.au,Medium,37175,9
Australians for Mental Health Limited,www.australiansformentalhealth.org.au/,Small,37211,6
Manjimup Community Resource Centre Inc,https://www.manjimup.crc.net.au/,Medium,37244,21
Serpentine Jarrahdale Community Resource Centre Inc,https://www.facebook.com/SerpentineJarrahdaleCRC,Small,37274,22
The Generosity Collective INC,www.thegenerositycollective.org.au,Small,37298,1
Treehouse Childcare Centre Inc,www.treehousechildcarecentre.com,Medium,37308,24
Waverley Action For Youth Services,www.ways.org.au,Large,37326,34
National Shelter Inc,www.shelter.org.au,Small,37365,45
Prince Of Peace Lutheran Church Everton Hills,http://www.princeofpeace.qld.edu.au,Small,37376,54
JUSTINA ODION JEGEDE CARE,https://www.jojcare.org,Small,37379,4
High Country Christian Broadcasters Association Inc,https://www.corryong.net/,Small,37408,29
The Council Of Ambulance Authorities Incorporated,caa.net.au,Medium,37412,20
Talk Out Loud Ltd,www.talkoutloud.com.au,Small,37417,7
Life Church SA Incorporated,www.gospelcitychurchadelaide.com,Small,37427,14
C3 Church Watson Incorporated,www.c3churchwatson.com.au,Large,37445,32
Salt Care Limited,www.salt.org.au,Medium,37446,4
Neighbourhood Watch Australasia Limited,www.nhwa.com.au,Medium,37451,3
Encounter Church International LTD,www.encounterchurch.com.au,Large,37455,3
Hume Community Housing Association Co Ltd,https://www.humehousing.com.au/,Large,37479,28
Gippsland Emergency Relief Fund Inc,www.gerf.org.au,Large,37491,44
Gyuto House Australia Inc.,www.gyuto.co,Small,37505,24
Rosewood And District Support Centre Incorporated.,www.radsc.org.au,Medium,37536,24
Darwinia Cottages Cranbrook Committee Incorporated,https://www.cranbrook.wa.gov.au/community/seniors-services/seniors-living,Small,37594,42
Yours Alliance Incorporated,www.yours.org.au,Small,37599,1
Mornington Botanical Rose Gardens Incorporated,https://www.morningtonrosegardens.com.au/,Small,37638,19
The Trustee For Capital Region Community Foundation Open Fund,https://www.greatergood.org.au/,Large,37641,19
Robinson Education Centre Limited,http://www.robinsoncollege.nsw.edu.au/,Large,37654,35
G.L.O. Ministries Limited,gloministries.org.au,Large,37661,34
First Church of Christ Scientist Toowoomba,www.christiansciencetoowoomba.com,Small,37684,88
UNOH Ltd,www.unoh.org,Small,37725,21
St Joseph's Catholic Church - Korumburra,www.cdsale.org.au,Small,37740,121
Islamic Practice And Dawah Circle Inc.,http://www.ipdc.org.au,Large,37790,21
Chayim Community Care Ltd,www.whitsundayacc.com.au,Small,37818,9
AUSTRALIA'S NATIONAL RESEARCH ORGANISATION FOR WOMEN'S SAFETY LIMITED,www.anrows.org.au/,Large,37821,8
Anglican Parish Of Port Lincoln,www.anglicanportlincoln.com.au,Small,37848,23
Hawkesbury's Helping Hands Inc.,http://hawkesburyshelpinghands.org.au,Small,37870,10
Karratha Women's Place Inc.,www.karrathawomensplace.org.au,Small,37882,3
The Trustee For Lifeshapers Family Services Trust Fund,www.soulcafe.org.au,Medium,37940,24
Dismantle,www.dismantle.org.au,Large,37964,11
Junction Support Services Ltd,www.junction.org.au,Large,37983,32
One Church Perth Inc.,onechurchperth.com,Medium,38007,17
Brisbane Christian Fellowship Inc,www.bcf.org.au,Large,38071,45
The Fathering Project PKH Ltd,thefatheringproject.org,Large,38078,7
Work For The Soul Ltd,https://www.workforthesoul.org.au/,Small,38080,7
Infinity Community Solutions Ltd,http://www.infinitycs.org.au/,Large,38102,5
Rewards4Earth Foundation,https://www.rewards4earth.org,Small,38103,5
JET HELPING HANDS LTD,http://www.jhh.org.au/,Small,38114,4
Central Tablelands and Blue Mountains Community Legal Centre Inc,ctbmclc.org.au,Large,38133,36
TREE OF COMPASSION INCORPORATED,www.treeofcompassion.org,Small,38159,1
Morwell Catholic Church - Morwell,www.cdsale.org.au,Small,38179,130
Winanga-Li Aboriginal Child and Family Centre Incorporated,http://www.winanga-li.org.au,Large,38201,8
Diaspora Action Australia Inc.,www.diasporaaction.org.au,Small,38221,14
We Care 2 Inc.,www.wc2.org.au,Medium,38283,18
Give Write Incorporated,www.givewrite.org.au,Small,38288,3
Ship for World Youth Australia Incorporated,www.swyaus.org,Small,38325,4
East Gippsland Steiner Education Group Inc,https://www.wildcherry.vic.edu.au,Large,38336,9
The Royal Australian and New Zealand College of Psychiatrists,www.ranzcp.org,Large,38346,75
Ethos Foundation Ltd,https://ethosfoundation.org.au,Small,38434,18
Mawarnkarra Health Service,https://mawarnkarrahealthservice.org.au,Large,38463,13
The Care Van Foundation Limited,https://www.carevan.com.au/,Small,38465,13
Dompet Dhuafa Australia Limited,www.dompetdhuafa.org.au,Small,38475,10
Donations in Kind Inc,www.rotarydik.org,Medium,38480,12
Fijian Wesleyan Methodist Church Of Melbourne,www.wesleyan.org.au,Small,38489,24
Regional Alliance West Incorporated,www.raw.org.au,Large,38505,38
Black Dog on a Lead Inc,www.blackdogonalead.com.au,Small,38519,5
Catholic Parish Of St Vincent Portland,www.bathurst.catholic.org.au,Small,38528,100
Christ Our Holy Redeemer Catholic Parish East Oakleigh,https://www.oakleighparishes.org.au,Small,38539,65
Fellowship Baptist Church Inc,fellowshipbaptist.org.au,Small,38545,49
Saint Basil of Ostrog Mission Dandenong-Langwarrin Association Inc,www.soc.org.au,Small,38575,11
Project Didi Australia,www.projectdidiaustralia.org/,Small,38584,8
Pawsome Friends Incorporated,www.pawsomefriends.org.au,Small,38624,8
THE TRUSTEE FOR KIWANIS AUSTRALIA DISTRICT CHARITABLE FOUNDATION,http://kiwanis.org.au/foundation,Small,38628,9
National Rural Health Alliance Ltd,www.ruralhealth.org.au,Large,38678,29
North Burnett Community Service Inc,http://www.nbcs.org.au,Medium,38681,29
Heavens Song Philadelphia Christian Centre The Church Of Jesus King Of Kings & Lord Of Lords Incorporated,https://www.heavensongchurch.com.au/,Small,38698,13
Our Saviour Lutheran Church,www.oursaviourap.org.au,Medium,38778,38
Whole Hearts Communities Ltd,www.ourcommunitypantry.com.au,Medium,38787,4
Eden Australia Ltd,www.thisiseden.org,Medium,38802,3
Container of Dreams Ltd.,www.containerofdreams.org,Small,38815,3
SAPPHIRE LIFE OPPORTUNITIES LIMITED,https://www.sapphirelifeopportunities.org.au/,Medium,38818,2
Centaur Memorial Fund For Nurses,www.centaurnursesfund.org.au,Small,38863,74
5 Mangers Social Care Organization Inc,www.5mangers.com,Small,38883,2
DPU Daarut Tauhid Australia Inc,https://www.dtpeduli.org/,Small,38888,4
Sunshine Coast Citizen Advocacy Programme Inc,http://www.citizenadvocacy.com/,Small,38926,30
Father's House Church Inc,www.fathershouse.com.au,Small,38948,2
Orthopaedic Outreach Fund,www.orthoreach.org.au,Medium,39011,33
Richmond Valley Volunteer Health Transport Incorporated,https://www.facebook.com/Richmond-Valley-Volunteer-Health-Transport-101192821336543,Small,39017,3
Laidley Community Centre Inc.,www.laidleycc.org.au,Medium,39048,34
Greek Orthodox Community And Parish Of Saint George The Barton And Western Suburbs Incorporated,www.stgeorgethebarton.org,Medium,39091,62
Legal Aid Queensland,www.legalaid.qld.gov.au,Large,39103,43
Chabad House Of The North Shore Limited,www.chabadhouse.org.au,Large,39114,32
Wounds Australia Limited,www.woundsaustralia.com.au,Medium,39152,6
Friendly Faces Helping Hands Foundation,www.friendlyfaces.info,Small,39202,11
BlanketLovez Incorporated,www.blanketlovez.com,Small,39214,9
Anglicare SA Ltd.,https://anglicaresa.com.au/,Large,39238,35
Anglicare NSW South NSW West & ACT,www.anglicare.com.au,Large,39249,28
Dungog Information & Neighbourhood Service Inc,dscc.net.au,Medium,39266,36
Narraweena Baptist Church,WWW.NARRAWEENABAPTIST.ORG.AU,Small,39286,62
Animal Rights & Rescue Group Incorporated,www.animalrights.org.au,Small,39310,27
Overeaters Anonymous Melbourne Intergroup Inc.,www.oa.org.au,Small,39323,52
Mini Kitty Commune Inc,https://www.mkc.org.au,Medium,39334,8
St Elias Antiochian Orthodox Church Parish Association Incorporated,www.stelias.org.au,Small,39373,42
THE TRUSTEE FOR ALBANY COMMUNITY FOUNDATION,www.acfwa.com.au,Small,39382,9
Cann Valley Bush Nursing Centre Incorporated,www.cannvalleybnc.com.au,Large,39388,49
Link Vision Ltd,www.linkvision.org.au,Large,39429,53
